Date,Description,Amount,Category
28-02-2024,"UPI/P2M/405908719422/Ms NISHA P
/Paymen/Paytm Payments Bank",100.0,Others
28-02-2024,"UPI/P2M/405969724490/MUNISAMY
PUNNIYAMURTH/Paymen/Paytm Payments
Bank",40.0,Others
29-02-2024,"UPI/P2M/406037867833/Mr Murali Dharan K
/Paymen/Paytm Payments Bank",20.0,Others
29-02-2024,"UPI/P2A/442610012701/ABDUL SUKOOR
MOIDEEN /Paymen/IDBI Bank Limited",450.0,Others
29-02-2024,"UPI/P2M/406062213263/ALL MART 3
/Paymen/Paytm Payments Bank",50.0,Others
29-02-2024,"UPI/P2M/406040833665/Mr Murali Dharan K
/Paymen/Paytm Payments Bank",90.0,Others
29-02-2024,"UPI/P2M/406182838530/PROODLE
HOSPITALITY S/Paymen/HDFC BANK LTD",82.0,Healthcare
01-03-2024,"UPI/P2M/406149607515/DAMODER TEXTILES
/Paymen/Paytm Payments Bank",100.0,Others
01-03-2024,"UPI/P2M/442760873156/RENU DEVI
/Paymen/Yes Bank Ltd",120.0,Others
01-03-2024,"UPI/P2M/442708161944/Myntra Designs Pvt
Lt/Paymen/Axis Bank Ltd.",939.0,Shopping
01-03-2024,"UPI/P2M/406147841228/PROODLE
HOSPITALITY S/Paymen/HDFC BANK LTD",350.0,Healthcare
01-03-2024,"UPI/P2M/406264142155/GOOGLE INDIA
DIGITAL /Paymen/Axis Bank Ltd.",990.0,Others
02-03-2024,"UPI/P2M/442820064716/MANUJA
/Paymen/Yes Bank Ltd",40.0,Others
02-03-2024,"UPI/P2M/406276765127/VAGGU RAMESH
/Paymen/Paytm Payments Bank",250.0,Others
02-03-2024,"UPI/P2M/406257327824/Google India Digital
/Paymen/Axis Bank Ltd.",89.0,Others
03-03-2024,"UPI/P2A/406382401286/VEDANSH KESARI
/Paymen/Punjab National Bank",300.0,Others
03-03-2024,"UPI/P2M/406394239758/DAMODER TEXTILES
/Paymen/Paytm Payments Bank",350.0,Others
03-03-2024,"UPI/P2M/442950454136/MAHESH  MUKHIYA
/Paymen/Yes Bank Ltd",140.0,Others
03-03-2024,"UPI/P2M/406324472993/Ms NISHA P
/Paymen/Paytm Payments Bank",200.0,Others
03-03-2024,"UPI/P2M/442903905401/ODC01  Fasta Pizza
/Paymen/Yes Bank Ltd",200.0,Food & Dining
03-03-2024,"UPI/P2M/406344336771/Codeyeti Software
Sol/astrot/ICICI Bank",236.0,Others
03-03-2024,"UPI/P2M/406345887745/Codeyeti Software
Sol/astrot/ICICI Bank",118.0,Others
03-03-2024,"UPI/P2M/406366035186/Codeyeti Software
Sol/astrot/ICICI Bank",118.0,Others
03-03-2024,"UPI/P2M/406315739536/Codeyeti Software
Sol/astrot/ICICI Bank",59.0,Others
03-03-2024,"UPI/P2M/406393068267/Codeyeti Software
Sol/astrot/Axis Bank Ltd.",236.0,Others
03-03-2024,"UPI/P2M/406320281377/PROODLE
HOSPITALITY S/Paymen/HDFC BANK LTD",109.0,Healthcare
04-03-2024,"UPI/P2M/406463689245/Codeyeti Software
Sol/astrot/ICICI Bank",118.0,Others
04-03-2024,"UPI/P2M/406448112158/MUNISAMY
PUNNIYAMURTH/Paymen/Paytm Payments
Bank",140.0,Others
04-03-2024,"UPI/P2M/406493018613/Airtel Payments Bank
/UPIInt/ICICI Bank",49.0,Others
04-03-2024,"UPI/P2M/406463475726/Mr Murali Dharan K
/Paymen/Paytm Payments Bank",10.0,Others
05-03-2024,"UPI/P2M/406518235760/MUNISAMY
PUNNIYAMURTH/Paymen/Paytm Payments
Bank",135.0,Others
05-03-2024,"UPI/P2M/406554074200/Felix logistics
/Paymen/Paytm Payments Bank",15.0,Others
05-03-2024,"UPI/P2M/406578220017/PUNNIYAMUTHY M
/Paymen/City Union Bank",20.0,Others
05-03-2024,"UPI/P2M/406593510672/MUNISAMY
PUNNIYAMURTH/Paymen/Paytm Payments
Bank",35.0,Others
05-03-2024,"UPI/P2A/406593566315/D SEMON  JABASTIN
/Paymen/Canara Bank",344.0,Others
06-03-2024,"UPI/P2M/406695843052/Google India Digital
/Paymen/Axis Bank Ltd.",179.0,Others
06-03-2024,"UPI/P2M/406613522454/Felix Logistics
/Paymen/Bank of Baroda",15.0,Others
06-03-2024,"UPI/P2A/406618330116/DEVANSHI ARYA
/Paymen/HDFC BANK LTD",1799.0,Others
06-03-2024,"UPI/P2M/406668040651/Felix Logistics
/Paymen/Paytm Payments Bank",15.0,Others
06-03-2024,"UPI/P2M/406619645299/Felix Logistics
/Paymen/Paytm Payments Bank",15.0,Others
06-03-2024,"UPI/P2M/406656821966/JM GENERAL STORE
/Paymen/Paytm Payments Bank",20.0,Others
06-03-2024,"UPI/P2M/406684208740/R GAYATHRI
/Paymen/Paytm Payments Bank",20.0,Others
07-03-2024,"UPI/P2M/406761811127/Nykaa
/251846/HDFC BANK LTD",971.0,Others
07-03-2024,"UPI/P2M/406776550456/Airtel Payments Bank
/UPIInt/ICICI Bank",49.0,Others
07-03-2024,"UPI/P2M/443319359458/DARLING   CLASSIC
/Paymen/Yes Bank Ltd",39.0,Others
07-03-2024,"UPI/P2M/406782597982/Felix Logistics
/Paymen/Paytm Payments Bank",15.0,Others
07-03-2024,"UPI/P2M/443373592026/FRESH MARKET
/Paymen/Yes Bank Ltd",2117.0,Others
08-03-2024,"UPI/P2M/406846606265/BOATLIFESTYLE
/Paymen/HDFC BANK LTD",1284.0,Others
08-03-2024,"UPI/P2M/406851053356/Felix Logistics
/Paymen/Paytm Payments Bank",15.0,Others
08-03-2024,"UPI/P2M/443468245269/Myntra Designs Pvt
Lt/Paymen/Axis Bank Ltd.",853.0,Shopping
08-03-2024,"UPI/P2M/406848516088/JM GENERAL STORE
/Paymen/Paytm Payments Bank",20.0,Others
08-03-2024,"UPI/P2M/406859290610/PUNNIYAMUTHY M
/Paymen/City Union Bank",150.0,Others
08-03-2024,"UPI/P2M/406821059761/R GAYATHRI
/Paymen/Paytm Payments Bank",20.0,Others
08-03-2024,"UPI/P2A/406830710989/DEVANSHI ARYA
/Paymen/HDFC BANK LTD",60.0,Others
09-03-2024,"UPI/P2M/406922444003/Codeyeti Software
Sol/astrot/ICICI Bank",236.0,Others
09-03-2024,"UPI/P2M/406950352031/Felix Logistics
/Paymen/Paytm Payments Bank",15.0,Others
09-03-2024,"UPI/P2M/406915566791/Airtel Payments Bank
/UPIInt/ICICI Bank",299.0,Others
09-03-2024,"UPI/P2M/406911573170/SARAVANAKUMAR
SO CHAK/Paymen/Paytm Payments Bank",45.0,Others
09-03-2024,"UPI/P2M/406931473629/JM GENERAL STORE
/Paymen/Paytm Payments Bank",20.0,Others
09-03-2024,"UPI/P2M/406989321070/Felix Logistics
/Paymen/Paytm Payments Bank",15.0,Others
09-03-2024,"UPI/P2M/406981579753/Airtel Payments Bank
/UPIInt/ICICI Bank",49.0,Others
10-03-2024,"UPI/P2A/407059077248/EJAGANATHAN
/Paymen/Airtel Payments Bank",865.0,Others
10-03-2024,"UPI/P2M/407027073249/MUNISAMY
PUNNIYAMURTH/Paymen/Paytm Payments
Bank",55.0,Others
10-03-2024,"UPI/P2M/407057820047/SPOTIFY
/Pay/HDFC BANK LTD",129.0,Others
10-03-2024,"UPI/P2M/407052708566/Spotify I/ICICI
Ban/MandateR/OTH",1.0,Others
10-03-2024,"UPI/P2M/407049335307/ULZAVAR
URPATHIAARLAR/Paymen/Paytm Payments
Bank",20.0,Others
10-03-2024,"UPI/P2M/407021853790/Mr Murali Dharan K
/Paymen/Paytm Payments Bank",20.0,Others
10-03-2024,"UPI/P2M/407033553195/Airtel Payments Bank
/UPIInt/ICICI Bank",209.0,Others
10-03-2024,"UPI/P2M/407027032243/Google India Digital
/Paymen/Axis Bank Ltd.",269.0,Others
11-03-2024,"UPI/P2M/407167937030/Google India Digital
/Paymen/Axis Bank Ltd.",179.0,Others
11-03-2024,"UPI/P2M/407178807408/Felix Logistics
/Paymen/Paytm Payments Bank",15.0,Others
11-03-2024,"UPI/P2M/407144043724/R GAYATHRI
/Paymen/Paytm Payments Bank",20.0,Others
11-03-2024,"UPI/P2M/407139267618/MUNISAMY
PUNNIYAMURTH/Paymen/Paytm Payments
Bank",135.0,Others
11-03-2024,"UPI/P2M/407114519268/PROODLE
HOSPITALITY S/Paymen/HDFC BANK LTD",143.0,Healthcare
12-03-2024,"UPI/P2M/407285346077/Felix Logistics
/Paymen/Paytm Payments Bank",15.0,Others
12-03-2024,"UPI/P2M/407248171345/R GAYATHRI
/Paymen/Paytm Payments Bank",20.0,Others
12-03-2024,"UPI/P2M/407255883037/Google India Digital
/Paymen/Axis Bank Ltd.",179.0,Others
12-03-2024,"UPI/P2M/407276108571/Felix Logistics
/Paymen/Paytm Payments Bank",15.0,Others
13-03-2024,"UPI/P2M/407395308801/Felix Logistics
/Paymen/Paytm Payments Bank",15.0,Others
13-03-2024,"UPI/P2M/407381931657/Dominos Pizza
/Paymen/Paytm Payments Bank",834.0,Food & Dining
13-03-2024,"UPI/P2M/407333801961/Felix logistics
/Paymen/Paytm Payments Bank",15.0,Others
13-03-2024,"UPI/P2M/443947044140/Bharti Airtel
Limited/Paymen/Axis Bank Ltd.",49.0,Others
13-03-2024,"UPI/P2M/407366227316/SARAVANAKUMAR
SO CHAK/Paymen/Paytm Payments Bank",45.0,Others
13-03-2024,"UPI/P2M/407300373690/Mr Murali Dharan K
/Paymen/Paytm Payments Bank",20.0,Others
13-03-2024,"UPI/P2M/407373277058/Mr Murali Dharan K
/Paymen/Paytm Payments Bank",30.0,Others
13-03-2024,"UPI/P2A/407305241389/MOHIT ASHOK
SHARMA  /UPI/State Bank Of India",960.0,Others
14-03-2024,"UPI/P2M/407479528250/Felix Logistics
/Paymen/Paytm Payments Bank",15.0,Others
14-03-2024,"UPI/P2M/407489703276/Felix Logistics
/Paymen/Paytm Payments Bank",15.0,Others
14-03-2024,"UPI/P2M/407407535309/Codeyeti Software
Sol/astrot/Axis Bank Ltd.",236.0,Others
14-03-2024,"UPI/P2M/407460350471/Codeyeti Software
Sol/astrot/ICICI Bank",118.0,Others
14-03-2024,"UPI/P2M/407433357170/Codeyeti Software
Sol/astrot/ICICI Bank",118.0,Others
14-03-2024,"UPI/P2M/407439341835/Codeyeti Software
Sol/astrot/ICICI Bank",118.0,Others
14-03-2024,"UPI/P2M/407494498530/R GAYATHRI
/Paymen/Paytm Payments Bank",20.0,Others
15-03-2024,"UPI/P2M/407585955977/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
15-03-2024,"UPI/P2M/407573940622/Codeyeti Software
Sol/astrot/ICICI Bank",59.0,Others
15-03-2024,"UPI/P2M/407551978396/Codeyeti Software
Sol/astrot/ICICI Bank",59.0,Others
15-03-2024,"UPI/P2M/407571241406/Codeyeti Software
Sol/astrot/ICICI Bank",59.0,Others
15-03-2024,"UPI/P2M/407538974063/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
15-03-2024,"UPI/P2M/407577696603/MUNISAMY
PUNNIYAMURTH/Paymen/Yes Bank Ltd",80.0,Others
15-03-2024,"UPI/P2M/407511277061/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
16-03-2024,"UPI/P2M/407652118203/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
16-03-2024,"UPI/P2M/407694743363/S Diwakar
/Paymen/Yes Bank Ltd",65.0,Others
16-03-2024,"UPI/P2M/407637020932/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
16-03-2024,"UPI/P2M/407666670668/BALAGANESH
VENKATESAN/Paymen/Yes Bank Ltd",500.0,Others
16-03-2024,"UPI/P2M/407656024739/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
16-03-2024,"UPI/P2M/407652039582/Codeyeti Software
Sol/astrot/Axis Bank Ltd.",236.0,Others
16-03-2024,"UPI/P2M/407661632897/MUNISAMY
PUNNIYAMURTH/Paymen/Yes Bank Ltd",68.0,Others
17-03-2024,"UPI/P2M/407711212444/MC DONALDS
/Paymen/HDFC BANK LTD",811.07,Others
17-03-2024,"UPI/P2M/407764054199/Codeyeti Software
Sol/astrot/ICICI Bank",236.0,Others
17-03-2024,"UPI/P2M/407751588254/Codeyeti Software
Sol/astrot/ICICI Bank",118.0,Others
18-03-2024,"UPI/P2M/407853952431/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
18-03-2024,"UPI/P2M/407862058918/S Diwakar
/Paymen/Yes Bank Ltd",205.0,Others
18-03-2024,"UPI/P2M/407842094751/R GAYATHRI
/Paymen/Yes Bank Ltd",20.0,Others
18-03-2024,"UPI/P2M/407840391764/Airtel Payments Bank
/UPIInt/ICICI Bank",49.0,Others
18-03-2024,"UPI/P2M/407891988229/R GAYATHRI
/Paymen/Yes Bank Ltd",120.0,Others
19-03-2024,"UPI/P2M/407967234915/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
19-03-2024,"UPI/P2M/407966967243/PUNNIYAMUTHY M
/Paymen/City Union Bank",124.0,Others
19-03-2024,"UPI/P2M/407956058332/Felix Logistics
/Paymen/Bank of Baroda",15.0,Others
19-03-2024,"UPI/P2M/407915921043/AstroSage
/Rechar/Axis Bank Ltd.",59.0,Others
19-03-2024,"UPI/P2M/407902684632/NETFLIX C/HDFC
BANK/Monthly/OTH",199.0,Others
20-03-2024,"UPI/P2M/408020491249/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
20-03-2024,"UPI/P2M/408035757349/Dominos Pizza
/Paymen/Yes Bank Ltd",187.0,Food & Dining
20-03-2024,"UPI/P2M/408090159242/Dealskart            /Pay
vi/ICICI Bank",49.0,Others
20-03-2024,"UPI/P2M/408051976807/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
20-03-2024,"UPI/P2M/408057496031/PUNNIYAMUTHY M
/Paymen/City Union Bank",20.0,Others
20-03-2024,"UPI/P2M/408028798053/R GAYATHRI
/Paymen/Yes Bank Ltd",20.0,Others
20-03-2024,"UPI/P2M/408066953296/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",30.0,Others
20-03-2024,"UPI/P2M/408000993268/R GAYATHRI
/Paymen/Yes Bank Ltd",15.0,Others
21-03-2024,"UPI/P2M/408155687214/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
21-03-2024,"UPI/P2M/408151821146/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
21-03-2024,"UPI/P2M/408177425685/PUNNIYAMUTHY M
/Paymen/City Union Bank",20.0,Others
21-03-2024,"UPI/P2M/408183917867/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
21-03-2024,"UPI/P2M/408198549048/Codeyeti Software
Sol/astrot/Axis Bank Ltd.",59.0,Others
21-03-2024,"UPI/P2M/408163574618/Codeyeti Software
Sol/astrot/Axis Bank Ltd.",236.0,Others
21-03-2024,"UPI/P2M/408172644319/JM GENERAL STORE
/Paymen/Yes Bank Ltd",35.0,Others
21-03-2024,"UPI/P2M/408100123040/AstroSage
/Rechar/Axis Bank Ltd.",118.0,Others
21-03-2024,"UPI/P2M/408107317978/AstroSage
/Rechar/Axis Bank Ltd.",59.0,Others
21-03-2024,"UPI/P2M/408191558698/AstroSage
/Rechar/Axis Bank Ltd.",59.0,Others
21-03-2024,"UPI/P2M/408103440334/Felix Logistics
/Paymen/Bank of Baroda",15.0,Others
21-03-2024,"UPI/P2M/408136474762/PUNNIYAMUTHY M
/Paymen/City Union Bank",60.0,Others
21-03-2024,"UPI/P2M/408131500293/MUNISAMY
PUNNIYAMURTH/Paymen/Yes Bank Ltd",20.0,Others
21-03-2024,"UPI/P2M/408151919480/R GAYATHRI
/Paymen/Yes Bank Ltd",40.0,Others
22-03-2024,"UPI/P2M/408277519729/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
22-03-2024,"UPI/P2M/408249860272/Codeyeti Software
Sol/astrot/Axis Bank Ltd.",59.0,Others
22-03-2024,"UPI/P2M/408265332429/Astrotalk
/Astrot/Yes Bank Ltd",118.0,Others
22-03-2024,"UPI/P2M/408290676820/Codeyeti Software
Sol/astrot/Axis Bank Ltd.",118.0,Others
22-03-2024,"UPI/P2M/408200346025/Codeyeti Software
Sol/astrot/Axis Bank Ltd.",118.0,Others
22-03-2024,"UPI/P2M/408216798656/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
22-03-2024,"UPI/P2M/408242311178/Astrotalk
/Astrot/Yes Bank Ltd",118.0,Others
22-03-2024,"UPI/P2M/408233268821/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
22-03-2024,"UPI/P2A/408241821468/R GAYATHRI
/Paymen/Indian Overseas Bank",10.0,Others
22-03-2024,"UPI/P2M/408210199518/R GAYATHRI
/Paymen/Yes Bank Ltd",80.0,Others
22-03-2024,"UPI/P2M/408205236043/PROODLE
HOSPITALITY S/Paymen/HDFC BANK LTD",143.0,Healthcare
23-03-2024,"UPI/P2M/408345206538/GOOGLE INDIA
DIGITAL /Paymen/Axis Bank Ltd.",95.0,Others
23-03-2024,"UPI/P2M/408348222910/Dominos Pizza
/Paymen/Yes Bank Ltd",191.0,Food & Dining
23-03-2024,"UPI/P2M/408321174566/R GAYATHRI
/Paymen/Yes Bank Ltd",40.0,Others
24-03-2024,"UPI/P2M/408468104859/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",20.0,Others
24-03-2024,"UPI/P2M/408424242239/OJAS SOFTECH
PRIVATE /Rechar/ICICI Bank",234.0,Others
24-03-2024,"UPI/P2M/408413198410/SWIGGY               /Pay
fo/YesBank_Yespay",322.0,Others
25-03-2024,"UPI/P2M/408555249644/R GAYATHRI
/Paymen/Yes Bank Ltd",20.0,Others
25-03-2024,"UPI/P2M/408539592507/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",30.0,Others
25-03-2024,"UPI/P2M/408527336139/R GAYATHRI
/Paymen/Yes Bank Ltd",40.0,Others
25-03-2024,"UPI/P2M/445156459212/PHONEPE
/Paymen/Axis Bank Ltd.",500.0,Others
25-03-2024,"UPI/P2M/445100689209/Codeyeti Software
Sol/Paymen/Axis Bank Ltd.",90.0,Others
25-03-2024,"UPI/P2M/408547253112/Codeyeti Software
Sol/astrot/Axis Bank Ltd.",236.0,Others
25-03-2024,"UPI/P2M/408580823970/R GAYATHRI
/Paymen/Yes Bank Ltd",20.0,Others
25-03-2024,"UPI/P2A/408556875556/R GAYATHRI
/Paymen/Indian Overseas Bank",10.0,Others
25-03-2024,"UPI/P2A/408543013182/IFTKAR YAR KHAN
/UPI/Punjab National Bank",600.0,Others
26-03-2024,"UPI/P2M/408605432987/Felix Logistics
/Paymen/Bank of Baroda",15.0,Others
26-03-2024,"UPI/P2A/408609913040/DEVANSHI ARYA
/Paymen/HDFC BANK LTD",460.0,Others
26-03-2024,"UPI/P2A/408615595639/AVANTIKA KESHAV
DUSA /Paymen/ICICI Bank",10.0,Others
26-03-2024,"UPI/P2A/445230796594/Aryan  Raj
/Paymen/State Bank Of India",40.0,Others
26-03-2024,"UPI/P2M/408638586790/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",60.0,Others
26-03-2024,"UPI/P2M/408651845039/Airtel Payments Bank
/UPIInt/ICICI Bank",29.0,Others
26-03-2024,"UPI/P2M/408681586823/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
26-03-2024,"UPI/P2M/408684031789/Codeyeti Software
Sol/astrot/Axis Bank Ltd.",59.0,Others
26-03-2024,"UPI/P2M/408605507370/Codeyeti Software
Sol/astrot/Axis Bank Ltd.",118.0,Others
26-03-2024,"UPI/P2M/408651927458/PROODLE
HOSPITALITY S/Paymen/HDFC BANK LTD",82.0,Healthcare
27-03-2024,"UPI/P2M/408736507127/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
27-03-2024,"UPI/P2M/408715644170/Amazon India         /You
ar/Yes Bank Ltd",923.0,Shopping
27-03-2024,"UPI/P2M/408702481861/Felix Logistics
/Paymen/Bank of Baroda",15.0,Others
27-03-2024,"UPI/P2M/408794644884/Codeyeti Software
Sol/astrot/Axis Bank Ltd.",236.0,Others
27-03-2024,"UPI/P2M/408757584658/Codeyeti Software
Sol/astrot/Axis Bank Ltd.",118.0,Others
27-03-2024,"UPI/P2M/408739186019/Codeyeti Software
Sol/astrot/Axis Bank Ltd.",236.0,Others
27-03-2024,"UPI/P2M/408793872809/Codeyeti Software
Sol/astrot/Axis Bank Ltd.",118.0,Others
27-03-2024,"UPI/P2M/408789201086/Felix logistics
/Paymen/Yes Bank Ltd",15.0,Others
27-03-2024,"UPI/P2M/408757954161/JM GENERAL STORE
/Paymen/Yes Bank Ltd",20.0,Others
27-03-2024,"UPI/P2M/408768123621/ALL MART
/Paymen/Yes Bank Ltd",1159.0,Others
27-03-2024,"UPI/P2M/445337442534/PHONEPE
/Paymen/Axis Bank Ltd.",200.0,Others
27-03-2024,"UPI/P2M/408795251160/PROODLE
HOSPITALITY S/Paymen/HDFC BANK LTD",82.0,Healthcare
28-03-2024,"UPI/P2M/408854565479/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
28-03-2024,"UPI/P2M/408835115184/Felix Logistics
/Paymen/Bank of Baroda",15.0,Others
28-03-2024,"UPI/P2M/408805397104/MUNISAMY
PUNNIYAMURTH/Paymen/Yes Bank Ltd",80.0,Others
28-03-2024,"UPI/P2M/408895803632/Felix Logistics
/Paymen/Bank of Baroda",15.0,Others
28-03-2024,"UPI/P2M/408895336850/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
28-03-2024,"UPI/P2M/408841438301/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",80.0,Others
28-03-2024,"UPI/P2M/408800276027/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",20.0,Others
28-03-2024,"UPI/P2M/408813580059/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
28-03-2024,"UPI/P2M/408810983615/PUNNIYAMUTHY M
/Paymen/City Union Bank",20.0,Others
28-03-2024,"UPI/P2M/408835373101/PROODLE
HOSPITALITY S/Paymen/HDFC BANK LTD",109.0,Healthcare
30-03-2024,"UPI/P2M/409082151849/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
30-03-2024,"UPI/P2M/409085025685/PUNNIYAMUTHY M
/Paymen/City Union Bank",30.0,Others
30-03-2024,"UPI/P2A/409068196896/R GAYATHRI
/Paymen/Indian Overseas Bank",40.0,Others
30-03-2024,"UPI/P2M/409036299880/R GAYATHRI
/Paymen/Yes Bank Ltd",20.0,Others
30-03-2024,"UPI/P2M/409085949392/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",76.0,Others
30-03-2024,"UPI/P2M/445764023392/Neso Academy Private
/Paymen/Yes Bank Ltd",272.0,Others
30-03-2024,"UPI/P2M/409127899408/Chegg/ICICI
Ban/MandateR/OTH",352.82,Others
31-03-2024,"UPI/P2M/409181864252/PUNNIYAMUTHY M
/Paymen/City Union Bank",100.0,Others
31-03-2024,"UPI/P2M/409184496386/Dominos Pizza
/Paymen/Yes Bank Ltd",304.0,Food & Dining
31-03-2024,"UPI/P2M/409187843454/Unacademy
/Unacad/Axis Bank Ltd.",1499.0,Others
31-03-2024,"UPI/P2M/409178923033/MUNISAMY
PUNNIYAMURTH/Paymen/Yes Bank Ltd",50.0,Others
02-04-2024,"UPI/P2M/409244156441/PROODLE
HOSPITALITY S/Paymen/HDFC BANK LTD",153.0,Healthcare
02-04-2024,"UPI/P2M/445962471823/PHONEPE
/Paymen/Axis Bank Ltd.",500.0,Others
02-04-2024,"UPI/P2M/445909687239/PHONEPE
/Paymen/Axis Bank Ltd.",300.0,Others
02-04-2024,"UPI/P2M/409373330452/AIRTEL PAYMENTS
BANK /UPIInt/Airtel Payments Bank",39.0,Others
02-04-2024,"UPI/P2M/409367985555/PROODLE
HOSPITALITY S/Paymen/HDFC BANK LTD",153.0,Healthcare
03-04-2024,"UPI/P2M/409435147313/Codeyeti Software
Sol/astrot/Axis Bank Ltd.",59.0,Others
03-04-2024,"UPI/P2M/409459039670/Codeyeti Software
Sol/astrot/Axis Bank Ltd.",118.0,Others
03-04-2024,"UPI/P2M/409459882503/Codeyeti Software
Sol/astrot/Axis Bank Ltd.",59.0,Others
03-04-2024,"UPI/P2M/409481491535/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
03-04-2024,"UPI/P2M/409461662960/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
03-04-2024,"UPI/P2M/409453104776/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
03-04-2024,"UPI/P2M/409435724143/JM GENERAL STORE
/Paymen/Yes Bank Ltd",16.0,Others
03-04-2024,"UPI/P2M/409445152642/JM GENERAL STORE
/Paymen/Yes Bank Ltd",15.0,Others
03-04-2024,"UPI/P2M/409417588035/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",60.0,Others
03-04-2024,"UPI/P2M/409419618289/Codeyeti Software
Sol/astrot/Axis Bank Ltd.",118.0,Others
03-04-2024,"UPI/P2M/409451029388/Codeyeti Software
Sol/astrot/Axis Bank Ltd.",118.0,Others
03-04-2024,"UPI/P2M/409466753288/Codeyeti Software
Sol/astrot/Axis Bank Ltd.",118.0,Others
03-04-2024,"UPI/P2M/409496832606/Codeyeti Software
Sol/astrot/Axis Bank Ltd.",118.0,Others
03-04-2024,"UPI/P2M/409471576658/R GAYATHRI
/Paymen/Yes Bank Ltd",56.0,Others
03-04-2024,"UPI/P2M/409481455234/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",20.0,Others
04-04-2024,"UPI/P2M/409583204309/VAANI SPEECH AND
HEAR/Paymen/HDFC BANK LTD",1500.0,Others
04-04-2024,"UPI/P2M/409537361363/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
04-04-2024,"UPI/P2M/409554606278/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",40.0,Others
04-04-2024,"UPI/P2M/409540811044/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",70.0,Others
04-04-2024,"UPI/P2M/409506757607/PROODLE
HOSPITALITY S/Paymen/HDFC BANK LTD",82.0,Healthcare
05-04-2024,"UPI/P2M/409688518205/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
05-04-2024,"UPI/P2A/409616329059/R GAYATHRI
/Paymen/Indian Overseas Bank",50.0,Others
05-04-2024,"UPI/P2M/446243325244/PHONEPE
/Paymen/Axis Bank Ltd.",500.0,Others
05-04-2024,"UPI/P2A/409683365216/D SEMON  JABASTIN
/Paymen/Canara Bank",192.0,Others
05-04-2024,"UPI/P2M/409628395284/PUNNIYAMUTHY M
/Paymen/City Union Bank",20.0,Others
05-04-2024,"UPI/P2M/409633214319/PROODLE
HOSPITALITY S/Paymen/HDFC BANK LTD",122.0,Healthcare
06-04-2024,"UPI/P2M/409745716891/PUNNIYAMUTHY M
/Paymen/City Union Bank",60.0,Others
06-04-2024,"UPI/P2M/409794359115/Felix Logistics
/Paymen/Yes Bank Ltd",15.0,Others
06-04-2024,"UPI/P2M/409766610306/MUNISAMY
PUNNIYAMURTH/Paymen/Yes Bank Ltd",20.0,Others
06-04-2024,"UPI/P2M/409784567609/MUNISAMY
PUNNIYAMURTH/Paymen/Yes Bank Ltd",60.0,Others
06-04-2024,"UPI/P2M/409744799098/AIRTEL PAYMENTS
BANK /UPIInt/Airtel Payments Bank",999.0,Others
06-04-2024,"UPI/P2M/409782868896/PROODLE
HOSPITALITY S/Paymen/HDFC BANK LTD",153.0,Healthcare
06-04-2024,"UPI/P2M/409786755825/PROODLE
HOSPITALITY S/Paymen/HDFC BANK LTD",16.0,Healthcare
07-04-2024,"UPI/P2M/409838694253/PHONEPE/Yes Bank
/Collect/OTH",1500.0,Others
